Household,avg_income_usd,country,rural_urban,remesa_amount_usd,monthly_remesa_amount,Food,Health,COVID_19,Education,Utilities,ClothesandShoes,Housing,HousingRental,HomePurchase,AgriculturalInputs,BusinessVentures,Saving,MigantsComittments,MigrationLoanDebt,OtherDebts,Other,Tsum_check
289,500.0,SLV,1,100.0,16.666666666666668,50.0,50.0,,,,,,,,,,,,,,,100.0
290,500.0,SLV,1,150.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
291,200.0,SLV,1,150.0,25.0,50.0,,,,50.0,,,,,,,,,,,,100.0
292,200.0,SLV,1,50.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
293,500.0,SLV,2,200.0,100.0,75.0,,,,,,,,,,,,,,25.0,,100.0
294,100.0,SLV,2,300.0,300.0,,,,,,,100.0,,,,,,,,,,100.0
295,100.0,SLV,2,125.0,10.416666666666666,80.0,,,,20.0,,,,,,,,,,,,100.0
296,700.0,SLV,2,300.0,150.0,40.0,60.0,,,,,,,,,,,,,,,100.0
297,400.0,SLV,2,300.0,300.0,40.0,30.0,,,30.0,,,,,,,,,,,,100.0
298,200.0,SLV,1,150.0,75.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
299,200.0,SLV,1,150.0,150.0,100.0,,,,,,,,,,,,,,,,100.0
300,18.655,HND,1,12.792000000000002,25.584000000000003,100.0,,,,,,,,,,,,,,,,100.0
301,7.995,HND,1,12.792000000000002,12.792000000000002,100.0,,,,,,,,,,,,,,,,100.0
302,42.64,HND,1,10.66,1.7766666666666666,100.0,,,,,,,,,,,,,,,,100.0
303,31.98,HND,1,37.31,74.62,100.0,,,,,,,,,,,,,,,,100.0
304,53.300000000000004,HND,1,26.650000000000002,53.300000000000004,100.0,,,,,,,,,,,,0.0,,,0.0,100.0
305,7.995,HND,1,10.66,0.8883333333333333,100.0,,,,,,,,,,,,,,,,100.0
306,4.264,GT,2,12.259,12.259,25.0,,,75.0,,,,,,,,,,,,,100.0
307,200.0,SLV,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
308,106.60000000000001,HND,2,400.0,400.0,30.0,20.0,,,50.0,,,,,,,,,,,,100.0
309,85.28,HND,2,42.64,85.28,50.0,,,,50.0,,,,,,,,,,,,100.0
310,42.64,HND,2,15.99,5.33,,,,,,,100.0,,,,,,,,,,100.0
311,5.33,GT,2,1.599,1.599,,,,100.0,,,,,,,,,,,,,100.0
312,10.66,GT,2,127.92,127.92,50.0,,,30.0,20.0,,,,,,,,,,,,100.0
313,37.31,GT,2,26.650000000000002,26.650000000000002,30.0,,,,20.0,,,,,,,,,50.0,,,100.0
314,13.325000000000001,GT,2,150.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
315,8.528,GT,2,63.96,63.96,75.0,,,,25.0,,,,,,,,,,,,100.0
316,26.650000000000002,GT,2,3.9975,0.66625,75.0,,,,25.0,,,,,,,,,,,,100.0
317,2.132,GT,2,5.33,0.44416666666666665,,75.0,,,25.0,,,,,,,,,,,,100.0
318,15.99,GT,2,5.33,5.33,50.0,25.0,25.0,,,,,,,,,,,,,,100.0
319,26.650000000000002,GT,2,10.66,21.32,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
320,15.99,GT,2,3.9975,3.9975,60.0,,,,30.0,10.0,,,,,,,,,,,100.0
321,18.655,GT,2,7.995,7.995,50.0,,,,35.0,15.0,,,,,,,,,,,100.0
322,21.32,HND,1,200.0,400.0,100.0,,,,,,,,,,,,,,,,100.0
323,13.325000000000001,GT,2,4.264,2.132,100.0,,,,,,,,,,,,,,,,100.0
324,77.285,HND,2,500.0,1000.0,,,,,,,,,,,,,,,,,0.0
325,10.66,GT,2,3.7310000000000003,3.7310000000000003,,,,,,,100.0,,,,,,,,,,100.0
326,10.66,GT,2,7.462000000000001,7.462000000000001,80.0,,,,5.0,,,,,,,,,15.0,,,100.0
327,85.28,HND,2,300.0,300.0,40.0,,,,10.0,,,,,,50.0,,,,,,100.0
328,63.96,HND,2,100.0,200.0,,,,,,,,,,,,,,,,,0.0
329,79.95,HND,2,500.0,500.0,,,,,,,,,,,,,,,,,0.0
330,10.66,HND,1,6.396000000000001,1.066,50.0,,,,25.0,25.0,,,,,,,,,,,100.0
331,10.66,HND,1,10.66,10.66,50.0,,,,,,50.0,,,,,,,,,,100.0
332,15.99,GT,2,7.995,7.995,50.0,25.0,,25.0,,,,,,,,,,,,,100.0
333,47.97,GT,2,5.33,5.33,50.0,50.0,,,,,,,,,,,,,,,100.0
334,47.97,HND,2,6.396000000000001,6.396000000000001,,,,,,,,,,,,,,,,,0.0
335,600.0,HND,2,100.0,430.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
336,15.99,HND,1,10.66,10.66,50.0,25.0,,25.0,,,,,,,,,,,,,100.0
337,800.0,HND,2,400.0,800.0,50.0,25.0,,,,,,,,,,25.0,,,,,100.0
338,10.66,HND,2,12.792000000000002,12.792000000000002,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
339,7.995,HND,2,7.462,7.462,100.0,,,,,,,,,,,,,,,,100.0
340,10.66,HND,2,6.929,3.4645,100.0,,,,,,,,,,,,,,,,100.0
341,5.33,HND,2,5.33,0.8883333333333333,50.0,,,,50.0,,,,,,,,,,,,100.0
342,10.66,HND,1,10.66,10.66,100.0,,,,,,,,,,,,,,,,100.0
343,10.66,HND,1,10.66,10.66,30.0,,,,,,,,,,,,,,,70.0,100.0
344,10.66,HND,1,7.995,2.665,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
345,10.66,HND,1,10.66,3.5533333333333332,,100.0,,,,,,,,,,,,,,,100.0
346,10.66,HND,2,10.66,10.66,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
347,79.95,HND,2,74.62,74.62,,,,,,,,,,,,,,,,,0.0
348,31.98,HND,2,31.98,31.98,50.0,20.0,,30.0,,,,,,,,,,,,,100.0
349,800.0,SLV,1,100.0,50.0,50.0,,,,40.0,10.0,,,,,,,,,,,100.0
350,600.0,SLV,1,200.0,66.66666666666667,100.0,,,,,,,,,,,,,,,,100.0
351,100.0,SLV,1,50.0,8.333333333333334,,100.0,,,,,,,,,,,,,,,100.0
352,26.650000000000002,HND,1,4.797,2.3985,50.0,,50.0,,,,,,,,,,,,,,100.0
353,29.315,HND,2,15.99,31.98,,,,,,,,,,,,,,,,,0.0
354,300.0,SLV,1,75.0,75.0,,,,,,,,,,,,,,,,,0.0
355,250.0,SLV,2,70.0,70.0,100.0,,,,,,,,,,,,,,,,100.0
356,200.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
357,150.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
358,150.0,SLV,1,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
359,700.0,SLV,1,200.0,200.0,50.0,30.0,,,,20.0,,,,,,,,,,,100.0
360,400.0,SLV,1,250.0,250.0,60.0,,,20.0,20.0,,,,,,,,,,,,100.0
361,200.0,SLV,1,200.0,400.0,60.0,,,,40.0,,,,,,,,,,,,100.0
362,200.0,SLV,1,200.0,200.0,100.0,,,,,,,,,,,,,,,,100.0
363,350.0,SLV,1,200.0,66.66666666666667,,,,,,,,,,,,,,,,,0.0
364,10.66,HND,1,7.995,0.66625,,,,,,,,,,,,,,,,,0.0
365,39.975,HND,2,75.0,150.0,100.0,,,,,,,,,,,,,,,,100.0
366,53.300000000000004,HND,1,250.0,83.33333333333333,70.0,30.0,,,,,,,,,,,,,,,100.0
367,115.0,SLV,2,50.0,215.0,70.0,,,20.0,10.0,,,,,,,,,,,,100.0
368,50.0,SLV,1,200.0,33.333333333333336,20.0,60.0,,,20.0,,,,,,,,,,,,100.0
369,63.0,SLV,1,50.0,25.0,30.0,,,,70.0,,,,,,,,,,,,100.0
370,15.99,HND,1,3.731,0.6218333333333333,100.0,,,,,,,,,,,,,,,,100.0
371,15.99,HND,1,10.66,0.8883333333333333,,,,,,,,,,,,,,,,,0.0
372,31.98,HND,1,15.99,7.995,50.0,25.0,,25.0,,,,,,,,,,,,,100.0
373,15.99,GT,2,50.0,25.0,50.0,,,,,,,,,,,,,,,50.0,100.0
374,7.462000000000001,GT,1,3.9975,1.99875,50.0,50.0,,,,,,,,,,,,,,,100.0
375,53.300000000000004,GT,2,3.98151,1.32717,50.0,,,,,50.0,,,,,,,,,,,100.0
376,1000.0,GT,1,500.0,250.0,25.0,,,,25.0,,50.0,,,,,,,,,,100.0
377,10.66,GT,1,7.462000000000001,7.462000000000001,50.0,,,,25.0,,25.0,,,,,,,,,,100.0
378,1.99875,GT,1,1.9880900000000001,1.9880900000000001,100.0,,,,,,,,,,,,,,,,100.0
379,21.32,GT,2,10.66,21.32,50.0,,,25.0,25.0,,,,,,,,,,,,100.0
380,8.528,GT,2,7.995,3.9975,30.0,70.0,,,,,,,,,,,,,,,100.0
381,15.99,GT,2,10.66,3.5533333333333332,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
382,15.99,GT,2,18.655,18.655,50.0,,,,30.0,20.0,,,,,,,,,,,100.0
383,26.650000000000002,GT,2,200.0,200.0,50.0,,,,25.0,25.0,,,,,,,,,,,100.0
384,31.98,GT,2,200.0,100.0,,,,,,,,,,,,,,,,,0.0
385,10.66,HND,1,6.396000000000001,6.396000000000001,100.0,,,,,,,,,,,,,,,,100.0
386,10.66,GT,1,7.995,2.665,80.0,,,,20.0,,,,,,,,,,,,100.0
387,10.66,GT,1,7.462000000000001,2.4873333333333334,,100.0,,,,,,,,,,,,,,,100.0
388,7.462000000000001,GT,1,7.462000000000001,3.7310000000000003,50.0,50.0,,,,,,,,,,,,,,,100.0
389,10.66,GT,1,7.995,7.995,25.0,,,,75.0,,,,,,,,,,,,100.0
390,4.264,GT,1,4.1041,2.05205,10.0,70.0,,,20.0,,,,,,,,,,,,100.0
391,74.62,GT,1,7.995,3.9975,50.0,,,,30.0,,,,,,,,,,,20.0,100.0
392,7.995,GT,1,15.99,7.995,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
393,1000.0,SLV,1,1000.0,1000.0,25.0,65.0,,,10.0,,,,,,,,,,,,100.0
394,200.0,SLV,1,100.0,50.0,,,,,,,,,,,,,,,,100.0,100.0
395,50.0,SLV,1,50.0,25.0,50.0,,,,50.0,,,,,,,,,,,,100.0
396,240.0,SLV,1,30.0,30.0,80.0,20.0,,,,,,,,,,,,,,,100.0
397,800.0,SLV,1,200.0,400.0,50.0,,,,20.0,,30.0,,,,,,,,,,100.0
398,26.650000000000002,HND,1,26.650000000000002,53.300000000000004,30.0,20.0,,,50.0,,,,,,,,,,,,100.0
399,39.975,HND,1,18.655,3.109166666666667,25.0,,75.0,,,,,,,,,,,,,,100.0
400,14.924,HND,1,11.726,11.726,30.0,50.0,,,,,,,,,,20.0,,,,,100.0
401,23.985,HND,2,6.396000000000001,1.066,75.0,,,25.0,,,,,,,,,,,,,100.0
402,42.64,HND,2,25.584000000000003,4.264,,,,,,,,,,,,,,,,100.0,100.0
403,100.0,SLV,1,50.0,8.333333333333334,60.0,,,,,40.0,,,,,,,,,,,100.0
404,350.0,SLV,1,100.0,33.333333333333336,100.0,,,,,,,,,,,,,,,,100.0
405,500.0,SLV,1,280.0,280.0,80.0,20.0,,,,,,,,,,,,,,,100.0
406,600.0,SLV,1,40.0,20.0,100.0,,,,,,,,,,,,,,,,100.0
407,200.0,SLV,1,100.0,100.0,10.0,80.0,,,,10.0,,,,,,,,,,,100.0
408,600.0,SLV,2,500.0,1000.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
409,1000.0,SLV,2,800.0,800.0,,70.0,,,,,,30.0,,,,,,,,,100.0
410,200.0,SLV,2,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
411,100.0,SLV,2,100.0,100.0,80.0,,,,20.0,,,,,,,,,,,,100.0
412,300.0,SLV,2,225.0,75.0,,,,100.0,,,,,,,,,,,,,100.0
413,200.0,SLV,2,200.0,33.333333333333336,60.0,,,,40.0,,,,,,,,,,,,100.0
414,100.0,SLV,2,100.0,100.0,40.0,20.0,,,30.0,,,,,,,,,,,,90.0
415,20.0,SLV,2,50.0,8.333333333333334,60.0,40.0,,,,,,,,,,,,,,,100.0
416,475.0,SLV,2,300.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
417,150.0,SLV,1,90.0,15.0,100.0,,,,,,,,,,,,,,,,100.0
418,800.0,SLV,1,100.0,100.0,,,,,100.0,,,,,,,,,,,,100.0
419,250.0,SLV,1,100.0,100.0,80.0,,,,20.0,,,,,,,,,,,,100.0
420,275.0,SLV,1,200.0,200.0,,100.0,,,,,,,,,,,,,,,100.0
421,210.0,SLV,1,150.0,150.0,60.0,,,40.0,,,,,,,,,,,,,100.0
422,250.0,SLV,1,200.0,860.0,50.0,,,,50.0,,,,,,,,,,,,100.0
423,1.5990000000000002,HND,2,15.99,15.99,70.0,15.0,,,,15.0,,,,,,,,,,,100.0
424,53.300000000000004,HND,2,53.300000000000004,53.300000000000004,70.0,20.0,,10.0,,,,,,,,,,,,,100.0
425,15.99,HND,2,5.33,1.7766666666666666,70.0,10.0,,20.0,,,,,,,,,,,,,100.0
426,80.0,SLV,1,100.0,100.0,90.0,,,,10.0,,,,,,,,,,,,100.0
427,90.0,SLV,1,150.0,75.0,80.0,20.0,,,,,,,,,,,,,,,100.0
428,100.0,SLV,1,50.0,4.166666666666667,100.0,,,,,0.0,,,,,,,,,,,100.0
429,150.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
430,35.0,SLV,1,50.0,16.666666666666668,10.0,20.0,,,,20.0,,,,,,,,,,,50.0
431,350.0,SLV,1,100.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
432,21.32,HND,1,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
433,26.650000000000002,HND,1,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
434,21.32,HND,1,10.66,45.838,80.0,,,,,,,,,,,,,,,,80.0
435,14.924000000000001,GT,1,3.7310000000000003,7.462000000000001,50.0,,,,50.0,,,,,,,,,,,,100.0
436,7.995,GT,2,10.66,3.5533333333333332,50.0,,,,50.0,,,,,,,,,,,,100.0
437,13.325000000000001,GT,1,13.325000000000001,13.325000000000001,30.0,70.0,,,,,,,,,,,,,,,100.0
438,13.325000000000001,GT,1,3.7310000000000003,1.2436666666666667,100.0,,,,,,,,,,,,,,,,100.0
439,7.462000000000001,GT,1,6.396,2.132,,,,,,,,,,,,,,,,,0.0
440,10.66,GT,2,10.66,10.66,70.0,,,,30.0,,,,,,,,,,,,100.0
441,45.305,GT,2,200.0,200.0,,,,,,,,,,,,,,,,,0.0
442,45.305,GT,2,1000.0,1000.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
443,4.264,GT,1,300.0,25.0,50.0,,,,,50.0,,,,,,,,,,,100.0
444,1200.0,GT,1,300.0,1290.0,50.0,25.0,25.0,,,,,,,,,,,,,,100.0
445,9.594000000000001,GT,1,3.9975,3.9975,50.0,,,,50.0,,,,,,,,,,,,100.0
446,9.061,GT,1,3.7310000000000003,1.8655000000000002,100.0,,,,,,,,,,,,,,,,100.0
447,10.66,GT,2,2.665,0.8883333333333333,75.0,,,,25.0,,,,,,,,,,,,100.0
448,7.995,GT,2,15.99,7.995,,,,,,,,,100.0,,,,,,,,100.0
449,10.66,GT,1,7.995,7.995,50.0,,,,30.0,20.0,,,,,,,,,,,100.0
450,26.650000000000002,GT,1,7.995,7.995,70.0,,,,30.0,,,,,,,,,,,,100.0
451,1.8655000000000002,GT,1,2.9315,0.9771666666666667,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
452,7.995,GT,1,15.99,5.33,,100.0,,,,,,,,,,,,,,,100.0
453,5.33,GT,1,7.995,7.995,20.0,80.0,,,,,,,,,,,,,,,100.0
454,5.33,GT,1,3.9975,0.66625,,100.0,,,,,,,,,,,,,,,100.0
455,21.32,GT,1,10.66,10.66,80.0,,,,20.0,,,,,,,,,,,,100.0
456,15.99,GT,1,7.995,3.9975,50.0,,,,50.0,,,,,,,,,,,,100.0
457,7.995,GT,1,1.599,0.7995,,,,,,,,,,,,,,,,,0.0
458,7.995,GT,1,4.264,4.264,100.0,,,,,,,,,,,,,,,,100.0
459,63.96,HND,1,15.99,15.99,50.0,50.0,,,,,,,,,,,,,,,100.0
460,31.98,HND,1,15.99,31.98,50.0,50.0,,,,,,,,,,,,,,,100.0
461,37.31,HND,1,11.726,11.726,100.0,,,,,,,,,,,,,,,,100.0
462,36.244,HND,2,25.584000000000003,8.528,100.0,,,,,,,,,,,,,,,,100.0
463,42.64,HND,2,53.300000000000004,106.60000000000001,,,,,,,,,,,,100.0,,,,,100.0
464,57.564,HND,1,100.0,16.666666666666668,50.0,50.0,,,,,,,,,,,,,,,100.0
465,425.0,SLV,1,150.0,300.0,75.0,25.0,,,,,,,,,,,,,,,100.0
466,150.0,SLV,1,150.0,50.0,,,,,,,,,,,,,,,,,0.0
467,250.0,SLV,1,150.0,150.0,75.0,,,,25.0,,,,,,,,,,,,100.0
468,150.0,SLV,1,100.0,100.0,50.0,,,,50.0,,,,,,,,,,,,100.0
469,80.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
470,180.0,SLV,1,100.0,33.333333333333336,100.0,,,,,,,,,,,,,,,,100.0
471,50.0,SLV,1,50.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
472,800.0,SLV,2,150.0,645.0,,,,,,,,,,,,,,,,,0.0
473,200.0,SLV,1,200.0,16.666666666666668,70.0,,,,30.0,,,,,,,,,,,,100.0
474,47.437,HND,1,120.0,60.0,50.0,50.0,,,,,,,,,,,,,,,100.0
475,26.650000000000002,HND,1,26.650000000000002,26.650000000000002,,,,,,,,,,,,,,,,,0.0
476,70.0,SLV,1,100.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
477,360.0,SLV,1,50.0,16.666666666666668,50.0,,,,,,,,,25.0,,,,,,25.0,100.0
478,80.0,SLV,2,50.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
479,1000.0,SLV,2,250.0,41.666666666666664,50.0,50.0,,,,,,,,,,,,,,,100.0
480,500.0,SLV,2,60.0,10.0,100.0,,,,,,,,,,,,,,,,100.0
481,600.0,SLV,2,200.0,200.0,50.0,,,,50.0,,,,,,,,,,,,100.0
482,275.0,SLV,2,200.0,400.0,,100.0,,,,,,,,,,,,,,,100.0
483,500.0,SLV,2,200.0,400.0,80.0,,,,20.0,,,,,,,,,,,,100.0
484,100.0,SLV,2,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
485,150.0,SLV,1,60.0,30.0,100.0,,,,,,,,,,,,,,,,100.0
486,120.0,SLV,1,100.0,50.0,75.0,,,,25.0,,,,,,,,,,,,100.0
487,100.0,SLV,2,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
488,80.0,SLV,2,50.0,8.333333333333334,30.0,,,,70.0,,,,,,,,,,,,100.0
489,150.0,SLV,2,100.0,100.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
490,50.0,SLV,2,50.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
491,150.0,SLV,1,200.0,200.0,50.0,,,,10.0,,,,,,,,,40.0,,,100.0
492,100.0,SLV,1,100.0,50.0,50.0,50.0,,,,,,,,,,,,,,,100.0
493,150.0,SLV,1,100.0,16.666666666666668,,,,,,,,,,,,,,,,,0.0
494,250.0,SLV,1,100.0,100.0,20.0,80.0,,,,,,,,,,,,,,,100.0
495,300.0,SLV,1,300.0,300.0,,,,,,50.0,,,,,,,,,,50.0,100.0
496,160.0,SLV,2,100.0,33.333333333333336,50.0,50.0,,,,,,,,,,,,,,,100.0
497,120.0,SLV,2,60.0,30.0,,,,,,,,,,,,,,,,,0.0
498,150.0,SLV,2,150.0,150.0,60.0,40.0,,,,,,,,,,,,,,,100.0
499,150.0,SLV,2,200.0,100.0,20.0,80.0,,,,,,,,,,,,,,,100.0
500,250.0,SLV,2,100.0,50.0,20.0,50.0,,,30.0,,,,,,,,,,,,100.0
501,250.0,SLV,1,75.0,25.0,50.0,50.0,,,,,,,,,,,,,,,100.0
502,250.0,SLV,2,350.0,350.0,100.0,,,,,,,,,,,,,,,,100.0
503,400.0,SLV,2,200.0,200.0,,,,,75.0,,,,,,25.0,,,,,,100.0
504,300.0,SLV,2,300.0,600.0,50.0,,,,20.0,,30.0,,,,,,,,,,100.0
505,200.0,SLV,2,160.0,160.0,,100.0,,,,,,,,,,,,,,,100.0
506,30.0,SLV,2,150.0,150.0,,75.0,,,25.0,,,,,,,,,,,,100.0
507,60.0,SLV,2,50.0,50.0,,,,,,,,,,,,,,,,,0.0
508,200.0,SLV,1,25.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
509,450.0,SLV,1,75.0,37.5,,,,,100.0,,,,,,,,,,,,100.0
510,375.0,SLV,1,200.0,200.0,,,,,,,,,,,,,,,100.0,,100.0
511,400.0,SLV,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
512,200.0,SLV,2,100.0,100.0,70.0,10.0,,,,,,,,,,,,,,20.0,100.0
513,150.0,SLV,2,50.0,50.0,80.0,,,,20.0,,,,,,,,,,,,100.0
514,600.0,SLV,2,200.0,200.0,50.0,,,,40.0,,,,,,10.0,,,,,,100.0
515,360.0,SLV,2,100.0,200.0,60.0,,,,40.0,,,,,,,,,,,,100.0
516,800.0,SLV,1,200.0,200.0,75.0,10.0,,,5.0,,,,,,,,,,,,90.0
517,200.0,SLV,1,50.0,16.666666666666668,50.0,,,,25.0,,,,,,,25.0,,,,,100.0
518,100.0,SLV,1,100.0,33.333333333333336,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
519,600.0,SLV,1,300.0,300.0,,,,,100.0,,,,,,,,,,,,100.0
520,600.0,SLV,1,300.0,300.0,50.0,50.0,,,,,,,,,,,,,,,100.0
521,150.0,SLV,1,50.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
522,50.0,SLV,1,50.0,50.0,100.0,0.0,,,,,,,,,,,,,,,100.0
523,200.0,SLV,1,100.0,50.0,80.0,20.0,,,,,,,,,,,,,,,100.0
524,37.31,HND,2,37.31,37.31,90.0,10.0,,,,,,,,,,,,,,,100.0
525,2.665,GT,1,150.0,12.5,,,,,,,100.0,,,,,,,,,,100.0
526,4.264,GT,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
527,26.650000000000002,GT,1,5000.0,5000.0,50.0,,,,50.0,,,,,,,,,,,,100.0
528,95.94,HND,2,24.518,24.518,60.0,,,20.0,,,,20.0,,,,,,,,,100.0
529,42.64,GT,2,200.0,66.66666666666667,,,,,,,,,,,,,,,,,0.0
530,39.975,GT,2,1000.0,500.0,,,,,,,,,,,,,,,,,0.0
531,18.655,GT,2,500.0,500.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
532,43.706,HND,1,13.325000000000001,4.441666666666667,,100.0,,,,,,,,,,,,,,,100.0
533,15.99,HND,1,6.396000000000001,3.1980000000000004,50.0,50.0,,,,,,,,,,,,,,,100.0
534,37.31,HND,1,6.396000000000001,27.5028,100.0,,,,,,,,,,,,,,,,100.0
535,15.99,GT,2,10.66,10.66,60.0,,,,20.0,20.0,,,,,,,,,,,100.0
536,15.99,GT,2,15.99,15.99,20.0,70.0,,,10.0,,,,,,,,,,,,100.0
537,37.31,GT,2,13.325000000000001,6.6625000000000005,30.0,60.0,,,10.0,,,,,,,,,,,,100.0
538,31.98,GT,2,7.995,3.9975,60.0,,,,30.0,10.0,,,,,,,,,,,100.0
539,23.985,GT,2,7.462000000000001,3.7310000000000003,50.0,25.0,25.0,,,,,,,,,,,,,,100.0
540,21.32,GT,2,21.32,42.64,25.0,,,,,,,,,,,75.0,,,,,100.0
541,13.325000000000001,GT,2,3.9975,3.9975,75.0,,25.0,,,,,,,,,,,,,,100.0
542,106.60000000000001,HND,2,500.0,500.0,30.0,50.0,,,,,,,,,,20.0,,,,,100.0
543,15.99,GT,2,3.7310000000000003,3.7310000000000003,,,,,,,,,,,,,,,,,0.0
544,26.650000000000002,GT,2,5.33,1.7766666666666666,,100.0,,,,,,,,,,,,,,,100.0
545,26.650000000000002,GT,2,7.995,1.3325,50.0,25.0,,,,25.0,,,,,,,,,,,100.0
546,31.98,GT,2,7.995,2.665,60.0,,,,40.0,,,,,,,,,,,,100.0
547,13.325000000000001,HND,1,150.0,75.0,,,,,,,,,,,,,,,,,0.0
548,13.325000000000001,HND,1,100.0,100.0,,,,,,,,,,,,,,,,,0.0
549,7.462000000000001,GT,2,5.33,5.33,50.0,,,,,50.0,,,,,,,,,,,100.0
550,300.0,SLV,1,200.0,100.0,80.0,,,,20.0,10.0,,,,,,,,,,,110.0
551,300.0,HND,1,19.385210000000004,38.77042000000001,50.0,40.0,,,10.0,,,,,,,,,,,,100.0
552,100.0,SLV,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
553,70.0,SLV,1,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
554,50.0,SLV,1,50.0,50.0,30.0,,,,70.0,,,,,,,,,,,,100.0
555,26.650000000000002,GT,2,10.66,10.66,50.0,,,,25.0,,25.0,,,,,,,,,,100.0
556,5.33,GT,2,5.33,2.665,,,,,,,,,,,,,,,,,0.0
557,23.985,HND,1,5.33,0.44416666666666665,100.0,,,,,,,,,,,,,,,,100.0
558,14.924000000000001,GT,2,4.264,4.264,50.0,,,,,50.0,,,,,,,,,,,100.0
559,10.66,HND,1,6.396000000000001,3.1980000000000004,100.0,,,,,,,,,,,,,,,,100.0
560,150.0,SLV,1,150.0,150.0,60.0,15.0,,,25.0,,,,,,,,,,,,100.0
561,300.0,SLV,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
562,360.0,SLV,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
563,60.0,SLV,1,60.0,20.0,,,,,100.0,,,,,,,,,,,,100.0
564,280.0,SLV,1,30.0,10.0,50.0,50.0,,,,,,,,,,,,,,,100.0
565,250.0,SLV,1,80.0,26.666666666666668,60.0,,18.0,,22.0,,,,,,,,,,,,100.0
566,150.0,SLV,1,100.0,100.0,50.0,20.0,,,30.0,,,,,,,,,,,,100.0
567,300.0,SLV,1,200.0,200.0,50.0,,25.0,,25.0,,,,,,,,,,,,100.0
568,300.0,SLV,2,200.0,100.0,60.0,,,,30.0,10.0,,,,,,,,,,,100.0
569,150.0,SLV,1,200.0,200.0,,,,,,,,,,,,,,,,,0.0
570,250.0,SLV,1,150.0,12.5,70.0,30.0,,,,,,,,,,,,,,,100.0
571,300.0,SLV,1,200.0,200.0,60.0,30.0,,10.0,,,,,,,,,,,,,100.0
572,350.0,SLV,2,150.0,50.0,80.0,,,,20.0,,,,,,,,,,,,100.0
573,300.0,SLV,1,100.0,200.0,80.0,,,,20.0,,,,,,,,,,,,100.0
574,190.0,SLV,1,500.0,500.0,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
575,800.0,SLV,1,400.0,800.0,50.0,20.0,,30.0,,,,,,,,,,,,,100.0
576,275.0,SLV,1,60.0,30.0,100.0,,,,,,,,,,,,,,,,100.0
577,90.61,HND,1,150.0,300.0,50.0,35.0,,,15.0,,,,,,,,,,,,100.0
578,350.0,SLV,1,150.0,150.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
579,300.0,SLV,1,50.0,8.333333333333334,50.0,,,,50.0,,,,,,,,,,,,100.0
580,200.0,SLV,1,600.0,1200.0,,,,,,,,,,,,,,,,,0.0
581,300.0,SLV,2,200.0,100.0,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
