,avg_income_currency,avg_income_amount,AVG_INCOME_USD,country,rural_urban,remesa_currency,remesa_amount,REMESA_AMOUNT_USD,remesa_freq,REMESA_AMOUNT_REGPERMONTH,remittances_yn,remesa_amount_consent,avg_income_consent,pct_remit_towards_Foodpurchase,pct_remit_towards_Healthexpenses(medicines/medicalconsultation),"pct_remit_towards_ExpensesrelatedtoCOVID-19(protectionsupplies,medicalconsultation,medicines)",pct_remit_towards_Educationexpenses,"pct_remit_towards_Paymentofservices(water,electricity,cable,internet,communication)",pct_remit_towards_Clothesandshoes,pct_remit_towards_Housing(constructionorrepair),pct_remit_towards_Housingrentalfee,pct_remit_towards_Homepurchasefee,pct_remit_towards_Purchaseofagriculturalinputs,pct_remit_towards_Business(trade),pct_remit_towards_Saving,pct_remit_towards_Paymentofcommitmentsofmembersresidingabroad,pct_remit_towards_Paymentofthesender'straveldebt,pct_remit_towards_Paymentofotherdebts,pct_remit_towards_Other
832,2.0,205.0,26.65,HND,1,2.0,41.0,5.33,5.0,1.7766666666666666,1,1.0,1,100.0,,,,,,,,,,,,,,,
833,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
834,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
835,2.0,123.0,15.99,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
836,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
837,2.0,328.0,42.64,HND,2,1.0,100.0,100.0,6.0,16.666666666666668,1,1.0,1,,,,50.0,,50.0,,,,,,,,,,
838,2.0,287.0,37.31,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
839,2.0,410.0,53.3,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
840,2.0,287.0,37.31,HND,2,1.0,150.0,150.0,2.0,300.0,1,1.0,1,,,,,,,,,,,,,,,,
841,2.0,820.0,106.6,HND,2,2.0,328.0,42.64,4.0,21.32,1,1.0,1,40.0,10.0,,50.0,,,,,,,,,,,,
842,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
843,3.0,260.0,10.66,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
844,3.0,390.0,15.99,GT,2,3.0,195.0,7.995,3.0,7.995,1,1.0,1,60.0,,,,40.0,,,,,,,,,,,
845,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
846,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
847,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
848,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
849,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
850,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
851,,,,GT,2,,,,1.0,,1,99.0,0,50.0,,,,50.0,,,,,,,,,,,
852,3.0,234.0,9.594,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
853,3.0,234.0,9.594,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
854,3.0,260.0,10.66,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
855,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
856,3.0,234.0,9.594,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
857,3.0,39.0,1.599,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
858,3.0,390.0,15.99,GT,1,3.0,45.5,1.8655,1.0,8.021650000000001,1,1.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
859,3.0,39.0,1.599,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
860,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
861,3.0,32.5,1.3325,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
862,3.0,39.0,1.599,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
863,3.0,65.0,2.665,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
864,3.0,26.0,1.066,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
865,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
866,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
867,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
868,3.0,1950.0,79.95,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
869,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
870,3.0,260.0,10.66,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
871,3.0,650.0,26.65,GT,1,3.0,101.4,4.1574,3.0,4.1574,1,1.0,1,100.0,,,,,,,,,,,,,,,
872,2.0,274.7,35.711,HND,2,2.0,205.0,26.65,3.0,26.65,1,1.0,1,40.0,30.0,,,30.0,,,,,,,,,,,
873,2.0,8.2,1.0659999999999998,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
874,2.0,492.0,63.96,HND,2,2.0,164.0,21.32,5.0,7.1066666666666665,1,1.0,1,70.0,,,,30.0,,,,,,,,,,,
875,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
876,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
877,2.0,492.0,63.96,HND,1,,,,2.0,,1,99.0,1,50.0,,,30.0,,20.0,,,,,,,,,,
878,,,,HND,1,,,,4.0,,1,,99,,,,,,,,,,,,,,,,
879,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
880,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
881,3.0,52.0,2.132,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
882,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
883,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
884,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
885,2.0,451.0,58.63,HND,2,2.0,164.0,21.32,4.0,10.66,1,1.0,1,60.0,,,,40.0,,,,,,,,,,,
886,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
887,,,,GT,1,3.0,1560.0,63.96,2.0,127.92,1,1.0,99,,,,,,,,,,,,,,,,75.0
888,3.0,390.0,15.99,GT,1,,,,,,99,,1,,,,,,,,,,,,,,,,
889,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
890,3.0,78.0,3.198,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
891,3.0,19.5,0.7995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
892,3.0,110.5,4.5305,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
893,3.0,1300.0,53.3,GT,1,3.0,260.0,10.66,1.0,45.838,1,1.0,1,60.0,,,30.0,,10.0,,,,,,,,,,
894,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
895,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
896,3.0,91.0,3.731,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
897,,,,HND,1,1.0,800.0,800.0,3.0,800.0,1,1.0,0,80.0,20.0,,,,,,,,,,,,,,
898,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
899,,,,HND,1,,,,3.0,,1,0.0,99,50.0,,,,,,,,,,,,,,,
900,2.0,246.0,31.98,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
901,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
902,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
903,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
904,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
905,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
906,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
907,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
908,2.0,123.0,15.99,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
909,,,,HND,1,,,,1.0,,1,0.0,0,70.0,15.0,,15.0,,,,,,,,,,,,
910,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
911,2.0,123.0,15.99,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
912,,,,HND,1,,,,1.0,,1,0.0,0,30.0,30.0,,40.0,,,,,,,,,,,,
913,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
914,2.0,69.7,9.061,HND,1,2.0,143.5,18.655,5.0,6.218333333333334,1,1.0,1,,40.0,,40.0,20.0,,,,,,,,,,,
915,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
916,2.0,73.8,9.594,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
917,2.0,106.6,13.858,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
918,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
919,3.0,65.0,2.665,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
920,3.0,260.0,10.66,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
921,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
922,3.0,104.0,4.264,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
923,,,,HND,1,,,,8.0,,1,0.0,0,,100.0,,,,,,,,,,,,,,
924,2.0,94.3,12.259,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
925,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
926,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
927,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
928,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
929,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
930,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
931,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
932,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
933,3.0,65.0,2.665,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
934,3.0,39.0,1.599,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
935,3.0,585.0,23.985,GT,2,3.0,195.0,7.995,3.0,7.995,1,1.0,1,,,,,,,,,,,,,,,,
936,3.0,234.0,9.594,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
937,3.0,455.0,18.655,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
938,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
939,3.0,494.0,20.254,GT,2,3.0,390.0,15.99,3.0,15.99,1,1.0,1,50.0,,,,,,25.0,,,,,,,25.0,,
940,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
941,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
942,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
943,3.0,260.0,10.66,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
944,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
945,3.0,416.0,17.056,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
946,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
947,3.0,260.0,10.66,GT,2,3.0,97.5,3.9975,3.0,3.9975,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
948,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
949,,,,GT,1,,,,3.0,,1,0.0,0,100.0,,,,,,,,,,,,,,,
950,3.0,130.0,5.33,GT,1,,,,3.0,,1,0.0,1,100.0,,,,,,,,,,,,,,,
951,3.0,169.0,6.929,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
952,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
953,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
954,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
955,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
956,3.0,234.0,9.594,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
957,,,,GT,2,,,,3.0,,1,0.0,0,100.0,,,,,,,,,,,,,,,
958,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
959,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
960,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
961,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
962,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
963,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
964,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
965,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
966,,,,HND,1,,,,3.0,,1,0.0,0,30.0,30.0,,,30.0,,,,,,,,,,,
967,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
968,2.0,287.0,37.31,HND,1,,,,3.0,,1,0.0,1,50.0,,,,,,,,,,,,,,,
969,1.0,120.0,120.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
970,1.0,240.0,240.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
971,1.0,100.0,100.0,SLV,1,1.0,100.0,100.0,4.0,50.0,1,1.0,1,60.0,,,,30.0,,,,,,,,,,,
972,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
973,,,,HND,1,,,,1.0,,1,0.0,0,50.0,,,,,,,,,,,10.0,40.0,,,
974,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
975,2.0,492.0,63.96,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
976,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
977,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
978,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
979,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
980,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
981,,,,HND,2,,,,3.0,,1,0.0,0,,,,,,,,,,,,,,,,
982,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
983,,,,HND,1,1.0,300.0,300.0,3.0,300.0,1,1.0,0,60.0,20.0,,,20.0,,,,,,,,,,,
984,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
985,,,,SLV,1,,,,5.0,,1,99.0,99,50.0,50.0,,,,,,,,,,,,,,
986,,,,SLV,1,,,,4.0,,1,0.0,99,100.0,,,,,,,,,,,,,,,
987,,,,SLV,1,1.0,100.0,100.0,8.0,,1,1.0,99,100.0,,,,,,,,,,,,,,,
988,1.0,50.0,50.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
989,,,,SLV,1,1.0,50.0,50.0,7.0,4.166666666666667,1,1.0,0,50.0,50.0,,,,,,,,,,,,,,
990,1.0,500.0,500.0,SLV,1,1.0,100.0,100.0,5.0,33.333333333333336,1,1.0,1,20.0,80.0,,,,,,,,,,,,,,
991,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
992,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
993,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
994,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
995,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
996,2.0,266.5,34.645,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
997,2.0,137.76,17.9088,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
998,2.0,348.5,45.305,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
999,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1000,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1001,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1002,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1003,2.0,246.0,31.98,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1004,,,,HND,1,1.0,50.0,50.0,8.0,,1,1.0,0,100.0,,,,,,,,,,,,,,,
1005,,,,HND,1,,,,3.0,,1,99.0,0,80.0,20.0,,,,,,,,,,,,,,
1006,,,,HND,1,2.0,41.0,5.33,3.0,5.33,1,1.0,99,70.0,30.0,,,,,,,,,,,,,,
1007,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1008,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1009,,,,HND,1,,,,7.0,,1,99.0,99,100.0,,,,,,,,,,,,,,,
1010,,,,HND,1,2.0,61.5,7.995,3.0,7.995,1,1.0,99,,100.0,,,,,,,,,,,,,,
1011,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1012,2.0,246.0,31.98,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1013,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1014,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1015,1.0,20.0,20.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1016,1.0,650.0,650.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1017,1.0,300.0,300.0,SLV,2,1.0,150.0,150.0,4.0,75.0,1,1.0,1,50.0,30.0,,,20.0,,,,,,,,,,,
1018,,,,HND,1,,,,3.0,,1,0.0,0,50.0,50.0,,,,,,,,,,,,,,
1019,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
1020,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1021,,,,SLV,2,,,,3.0,,1,99.0,0,100.0,,,,,,,,,,,,,,,
1022,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
1023,1.0,380.0,380.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1024,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1025,1.0,400.0,400.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1026,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1027,,,,SLV,2,1.0,300.0,300.0,8.0,,1,1.0,0,50.0,50.0,,,,,,,,,,,,,,
1028,1.0,600.0,600.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1029,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
1030,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1031,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1032,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1033,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1034,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1035,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1036,2.0,1025.0,133.25,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1037,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1038,2.0,820.0,106.6,HND,1,,,,3.0,,1,99.0,1,100.0,,,,,,,,,,,,,,,
1039,2.0,369.0,47.97,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1040,2.0,410.0,53.3,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1041,,,,HND,1,2.0,492.0,63.96,3.0,63.96,1,1.0,99,60.0,,,15.0,25.0,,,,,,,,,,,
1042,2.0,410.0,53.3,HND,1,,,,3.0,,1,0.0,1,60.0,15.0,,,25.0,,,,,,,,,,,
1043,2.0,307.5,39.975,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1044,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1045,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1046,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1047,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1048,2.0,410.0,53.3,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1049,2.0,246.0,31.98,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1050,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
1051,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1052,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1053,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1054,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1055,2.0,184.5,23.985,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1056,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1057,2.0,12.3,1.5990000000000002,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1058,2.0,102.5,13.325,HND,1,2.0,102.5,13.325,3.0,13.325,1,1.0,1,70.0,30.0,,,,,,,,,,,,,,
1059,1.0,100.0,100.0,HND,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,,,,,,,,,,,,,,,,
1060,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1061,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1062,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1063,2.0,246.0,31.98,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1064,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1065,,,,SLV,1,1.0,200.0,200.0,6.0,33.333333333333336,1,1.0,99,50.0,,,,50.0,,,,,,,,,,,
1066,1.0,220.0,220.0,SLV,1,1.0,100.0,100.0,4.0,50.0,1,1.0,1,,30.0,,,40.0,,,,,,,,,,,20.0
1067,,,,SLV,1,1.0,300.0,300.0,3.0,300.0,1,1.0,99,,10.0,,,90.0,,,,,,,,,,,
1068,1.0,125.0,125.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1069,1.0,200.0,200.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
1070,1.0,300.0,300.0,SLV,1,1.0,300.0,300.0,3.0,300.0,1,1.0,1,50.0,,,20.0,30.0,,,,,,,,,,,
1071,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1072,1.0,150.0,150.0,SLV,1,1.0,150.0,150.0,3.0,150.0,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
1073,1.0,500.0,500.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1074,1.0,75.0,75.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,50.0,,,30.0,20.0,,,,,,,,,,,
1075,1.0,50.0,50.0,SLV,1,1.0,50.0,50.0,3.0,50.0,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
1076,1.0,190.0,190.0,SLV,1,,,,6.0,,1,,1,,,,,,,,,,,,,,,,
1077,1.0,300.0,300.0,SLV,1,1.0,150.0,150.0,3.0,150.0,1,1.0,1,60.0,20.0,,,20.0,,,,,,,,,,,
1078,1.0,200.0,200.0,SLV,1,1.0,150.0,150.0,3.0,150.0,1,1.0,1,50.0,20.0,,,30.0,,,,,,,,,,,
1079,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
1080,,,,SLV,1,1.0,100.0,100.0,99.0,,1,1.0,99,50.0,50.0,,,,,,,,,,,,,,
1081,1.0,500.0,500.0,SLV,1,1.0,400.0,400.0,3.0,400.0,1,1.0,1,50.0,10.0,,,40.0,,,,,,,,,,,
1082,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1083,1.0,400.0,400.0,SLV,1,1.0,100.0,100.0,5.0,33.333333333333336,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
1084,1.0,200.0,200.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
1085,1.0,100.0,100.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,100.0,,,,,,,,,,,,,,,
1086,1.0,280.0,280.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1087,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1088,,,,SLV,1,1.0,75.0,75.0,3.0,75.0,1,1.0,99,,100.0,,,,,,,,,,,,,,
1089,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1090,2.0,164.0,21.32,HND,2,1.0,60.0,60.0,3.0,60.0,1,1.0,1,80.0,20.0,,,,,,,,,,,,,,
1091,1.0,150.0,150.0,SLV,1,1.0,75.0,75.0,6.0,12.5,1,1.0,1,100.0,,,,,,,,,,,,,,,
1092,1.0,300.0,300.0,SLV,1,1.0,100.0,100.0,6.0,16.666666666666668,1,1.0,1,100.0,,,,,,,,,,,,,,,
1093,1.0,200.0,200.0,SLV,1,1.0,200.0,200.0,8.0,,1,1.0,1,100.0,,,,,,,,,,,,,,,
1094,1.0,30.0,30.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1095,1.0,140.0,140.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1096,1.0,240.0,240.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1097,1.0,45.0,45.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1098,2.0,164.0,21.32,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1099,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1100,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1101,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1102,1.0,100.0,100.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,70.0,10.0,,,20.0,,,,,,,,,,,
1103,2.0,1435.0,186.55,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1104,2.0,328.0,42.64,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1105,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1106,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1107,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1108,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
1109,,,,HND,2,2.0,82.0,10.66,8.0,,1,1.0,0,100.0,,,,,,,,,,,,,,,
1110,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
1111,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
1112,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
1113,2.0,328.0,42.64,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
1114,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1115,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1116,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
1117,,,,HND,2,1.0,150.0,150.0,3.0,150.0,1,1.0,0,60.0,,,20.0,20.0,,,,,,,,,,,
